# Iliadis et al. (2001, ApJS 134, 151), Tables 3-9: recommended reaction rates.
# Reformatted from ~/Documents/NuGrid/nuppn/bckup/NovaProject_0.2/references/iliadis2001_table03-09.dat
# (digitized from the paper's PDF tables) into ReacNetJl's per-reaction block format.
reaction: p ne20 -> na21 ; label: 20Ne(p,g)21Na ; table: 3 ; variant: standard
reaction: p s31 -> cl32 ; label: 31S(p,g)32Cl ; table: 7 ; variant: standard
0.01 5.11e-44
0.015 2.45e-37
0.02 4.0e-33
0.03 7.61e-28
0.04 1.21e-23
0.05 7.34e-20
0.06 2.54e-17
0.07 1.6e-15
0.08 3.48e-14
0.09 3.74e-13
0.1 2.46e-12
0.15 6.11e-10
0.2 8.57e-9
0.3 9.41e-7
0.4 0.000157
0.5 0.00365
0.6 0.0294
0.7 0.128
0.8 0.383
0.9 0.888
1.0 1.73
1.5 12.5
2.0 31.4
3.0 86.9
4.0 157.0
5.0 237.0
6.0 325.0
7.0 417.0
8.0 512.0
9.0 613.0
10.0 711.0
end
reaction: p s32 -> cl33 ; label: 32S(p,g)33Cl ; table: 7 ; variant: standard
0.01 7.0e-44
0.015 4.43e-35
0.02 6.04e-29
0.03 6.95e-23
0.04 6.56e-20
0.05 3.71e-18
0.06 5.19e-17
0.07 3.3e-16
0.08 1.3e-15
0.09 3.77e-15
0.1 9.18e-15
0.15 3.06e-12
0.2 4.8e-9
0.3 5.03e-5
0.4 0.00731
0.5 0.139
0.6 0.947
0.7 3.6
0.8 9.55
0.9 20.0
1.0 35.5
1.5 174.0
2.0 339.0
3.0 1040.0
4.0 2010.0
5.0 3170.0
6.0 4490.0
7.0 5910.0
8.0 7400.0
9.0 8930.0
10.0 10500.0
end
reaction: p s33 -> cl34 ; label: 33S(p,g)34Cl ; table: 7 ; variant: standard
0.02 4.49e-49
0.03 1.61e-32
0.04 1.19e-24
0.05 4.69e-20
0.06 4.99e-17
0.07 7.21e-15
0.08 3.07e-13
0.09 5.89e-12
0.1 6.49e-11
0.15 1.29e-7
0.2 9.13e-6
0.3 0.00127
0.4 0.0236
0.5 0.171
0.6 0.72
0.7 2.15
0.8 5.09
0.9 10.2
1.0 17.9
1.5 101.0
2.0 238.0
3.0 566.0
4.0 938.0
5.0 1420.0
6.0 1980.0
7.0 2630.0
8.0 3160.0
9.0 3500.0
10.0 3650.0
end
reaction: p s34 -> cl35 ; label: 34S(p,g)35Cl ; table: 7 ; variant: standard
0.03 1.06e-31
0.04 5.27e-24
0.05 1.45e-19
0.06 1.17e-16
0.07 1.38e-14
0.08 5.06e-13
0.09 8.71e-12
0.1 1.06e-10
0.15 1.29e-7
0.2 1.07e-5
0.3 0.00259
0.4 0.0754
0.5 0.746
0.6 3.93
0.7 13.8
0.8 37.2
0.9 82.7
1.0 160.0
1.5 1340.0
2.0 4370.0
3.0 16500.0
4.0 35700.0
5.0 60200.0
6.0 88300.0
7.0 119000.0
8.0 149000.0
9.0 180000.0
10.0 210000.0
end
reaction: p cl31 -> ar32 ; label: 31Cl(p,g)32Ar ; table: 7 ; variant: standard
0.01 2.31e-46
0.015 2.12e-39
0.02 5.22e-35
0.03 1.66e-29
0.04 4.89e-26
0.05 1.43e-23
0.06 1.08e-21
0.07 3.41e-20
0.08 5.87e-19
0.09 6.5e-18
0.1 5.15e-17
0.15 7.61e-14
0.2 7.51e-12
